sepal_length,sepal_width,petal_length,petal_width
6.4085684140594985,2.8196258382719384,5.186575519417012,1.5764480847190838
6.594217585880588,3.0092316929266154,5.079970359294423,1.7116024968678818
6.784944815220535,2.812994139712421,5.566549876415905,1.6275957829251337
6.626073900481629,3.0390911435888657,5.752505468883904,1.9296268112811723
5.964007789580265,2.838152464456096,5.234667076742629,1.7640777889373782
5.676968061452011,2.5339771693457864,4.47654542402811,1.2893276424144076
5.552856111310946,2.426097078280845,4.6404981710960955,1.4155453782799003
5.517180914478423,2.414849233661659,4.373911604566496,1.3737678108474776
5.7118479922318635,2.712524642517294,4.791786194705478,1.5428829811601008
6.016204198469739,2.717322410474849,6.112215619701264,1.8920030735018287
5.380745885979184,2.9659987639210756,5.403246526055115,1.7990491896048655
5.966153899984702,3.41161268485805,5.148063003404599,1.8498735317681096
6.730583814442044,3.114653623664934,5.451576592713375,1.7990743432003806
6.351549976124797,2.2642824290986816,5.326691114918662,1.585567068053993
5.64656400595581,3.0932887255572377,4.829233053438122,1.6161359280169045
5.458039123838868,2.5236916460455894,4.844381942814623,1.5586384528223838
5.48453938120744,2.540434825139868,5.277463405342934,1.5259673257120585
6.116563171570178,3.0328276804316916,5.3073069528421914,1.7766369456501288
5.848777256356118,2.551265916488634,4.79404746439382,1.494561992577157
4.976041288107735,2.3393542301871224,3.7758732659930927,1.320085586104947
5.590717051166809,2.7579297789503703,4.897561235866571,1.6345071995855558
5.644683251299699,2.9589658840824145,4.974743184860684,1.479938976405708
5.6401896687959665,2.948168806462216,4.875221681803515,1.611204624090521
6.24062629111971,2.920639046346825,5.263241130393164,1.6006296200390897
5.1678120014285405,2.5411030079997246,3.656985862203937,1.4048838049274417
6.396399493920984,3.2948396491326974,6.055995551330302,2.5613495108072266
6.550176644894601,2.9877305941998564,6.313074057728609,2.101225508712947
7.7180818012523815,3.7623131917821255,7.644127328906611,2.5248999145622726
7.667744012269744,2.5555242785187238,7.556413784882056,2.672557180389752
6.018069780275421,2.1592094857517283,5.916316375215496,1.8479635413042603
6.976901828323299,3.196144914529295,6.501023306101959,2.7076591228755778
5.598208698044502,2.817057598740832,5.601849134895206,2.2616326218555973
7.778232182790701,2.813834539966501,7.546210347426327,2.3436160318360337
6.169012744795513,2.7413591624518014,5.719905969557347,2.1091671002869177
6.741095125218761,3.300650094593895,6.43997831228412,2.509490146660884
7.204352353411909,3.272676703857866,6.806980208499002,2.0595850857322424
6.185049632476707,2.786767158338102,5.561468640313824,2.0580139078909614
6.104588038826774,3.136008458329481,5.711351734525126,2.070030367727799
6.300621554269956,2.83128336738825,6.466213067452104,2.29380521378451
7.1890164056081245,2.957142122179186,6.758601681614535,1.8737122489159619
7.4178556285755874,2.7464553750969443,6.776218450117315,2.162043366922315
7.973894702237076,3.824123620762159,7.413303337465627,2.3075196893238106
6.374086489086318,2.7888268607337072,6.204791220047749,2.5170877987888582
6.25957531985534,2.8357000247046042,5.884821490496441,1.8938085419607944
6.074912147820773,2.6236618812286774,6.458831720648457,1.7475211919093026
7.745770105885104,2.9963585543671565,6.928099186773503,2.57115481721688
6.316437555482984,3.3576603140965795,6.33773004801794,2.655079266432582
6.373511989811648,3.024257638765707,6.279187774964273,2.124595958575325
6.025663371655668,2.977674252396649,5.550699906534117,2.033988339648968
6.904853877467402,3.1428199397161736,6.141063524305579,2.491572938292718
6.748432249526645,3.1107046872065105,6.484960209702102,2.758972006036064
6.864897345306133,3.0377130610644008,5.935701548596504,2.5765412173947646
5.7836168926701115,2.7086590462925595,5.830709040473934,2.114343273545456
6.780394592343392,3.219265868986442,6.789959987543325,2.6676936187082703
6.626824252593394,3.255807128189943,6.530729952087661,2.794273007737369
6.714806013853229,3.0076862552972763,6.081286211883896,2.6618908155986727
6.313052763608995,2.5029104359223,5.862962884192362,2.1202786170602814
6.5002556728321235,2.942851485108469,5.917100498907793,2.2700312488523116
6.188270643331243,3.417889368017414,6.143981895980303,2.600262184985909
5.8292314628974795,3.0280392263184117,5.974729360512326,2.102349029688237
